age,correction_end,correction_start,correction_time,cs_background,domain,education,explanation_answers,explanation_end,explanation_start,explanation_time,feedback_answers,gender,plan_corrected,plan_creation,planning_background,planning_end,planning_start,planning_time,problem,user_plan,user_plan_corrected,viz_type,attention1,attention2
23,1607578340,1607578041,298.7975726,yes,TRUE,college,"{'q1_insights': 'user', 'q2_insights': 'I thought package1 was on city1  loc1  maybe miss reading    ', 'q3_insights': 'package location', 'q5_insights': 'before what I planned  load airplane package1 airplane1 location3  move plane airplane1 location3 location1  unload plane package1 airplane1 location1  ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607578016,1607577551,465.3301547,"{'q1': '5', 'q2': '5', 'q3': '4', 'q4': '4', 'q5': '4', 'q6': '5', 'q7': '1', 'q8': '5', 'q9': '1', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '4', 'attention_check': '1', 'q14': 'Quite good '}",male,1,TRUE,yes,1607577499,1607577397,102.1034636,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
19,1607652708,1607652410,298.1512792,yes,FALSE,other,"{'q1_insights': 'user', 'q2_insights': 'Location 2 was not a hub and I unloaded the plane there  I should had taken the airplane to location 1  unloaded the plane  then load the package to a truck  and make the track go to location 2 and unload the package there  ', 'q3_insights': 'Yes  if i understand correctly  i should get the package from location 3 to location 2  The locations are in two different cities therefore i can not just use trucks  I could use airplanes  but airplanes only go from one hub to another  Therefore I should use a combination of both airplanes and trucks to get the package to the destination  ', 'q5_insights': 'Instead of making the airplane go from its source location to location 2  I should had made the airplane go to location 1  and then get the package on a truck to location 2 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['unload-airplane'], 'q8_insights': []}",1607652379,1607652936,663.7744024,"{'q1': '2', 'q2': '4', 'q3': '4', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '4', 'q9': '2', 'q10': '4', 'q11': '4', 'q12': '5', 'q13': '4', 'attention_check': '1', 'q14': ''}",male,1,TRUE,no,1607651677,1607651252,425.8204327,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
23,1607497530,1607497238,291.6621764,yes,TRUE,college,"{'q1_insights': 'missing_info', 'q2_insights': 'I think my plan is not invalid  I m loading the truck in location 1 as my initial activity ', 'q3_insights': 'I don t understand what was wrong ', 'q5_insights': 'there is no editing needed  My plan is 100  correct ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-truck'], 'q8_insights': []}",1607497194,1607496722,472.4151192,"{'q1': '2', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '3', 'q6': '2', 'q7': '5', 'q8': '3', 'q9': '4', 'q10': '4', 'q11': '1', 'q12': '3', 'q13': '3', 'attention_check': '1', 'q14': 'Make the wording a bit more clear '}",male,0,TRUE,yes,1607496538,1607495991,546.9059911,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane2', 'location1'], ['move-airplane', 'airplane2', 'location1', 'location3'], ['unload-airplane', 'package1', 'airplane2', 'location3']]",text,I am attentive,1
23,1607578139,1607577848,290.6437306,no,TRUE,college,"{'q1_insights': 'user', 'q2_insights': 'I didn t understand the initial stare explanation the first time ', 'q3_insights': 'yes  My plan should always start from the required initial state', 'q5_insights': 'Start my plan from the required initial state', 'q_attention_insights': 'I am attentive ', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['load-truck'], 'q8_insights': ['package-loc']}",1607577838,1607577678,160.6327577,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '5', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '1', 'q10': '3', 'q11': '3', 'q12': '5', 'q13': '5', 'attention_check': '1', 'q14': 'No'}",female,0,TRUE,no,1607577601,1607577365,235.9010074,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-truck', 'package1', 'truck1', 'location4'], ['move-truck', 'truck1', 'location4', 'location3', 'city2'], ['unload-truck', 'package1', 'truck1', 'location3'], ['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location3'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive ,1
21,1607641905,1607641624,281.0630732,no,FALSE,college,"{'q1_insights': 'missing_info', 'q2_insights': 'Because I didn t check if the location 3 and the location 2 are hubs ', 'q3_insights': 'Yes  That before moving an airplane from point A to point B i have to check before if the point A and point B are hubs', 'q5_insights': 'after the initial state I have to put  is hub location3  is hub location2  If one of the locations was not an hub I had to use a truck', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['load-airplane', 'move-airplane', 'unload-airplane'], 'q8_insights': []}",1607641587,1607640985,602.1037323,"{'q1': '5', 'q2': '4', 'q3': '4', 'q4': '4', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '5', 'q9': '1', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '3', 'attention_check': '1', 'q14': ''}",male,1,TRUE,no,1607640864,1607640653,210.746779,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
20,1607497361,1607497082,279.1842861,yes,TRUE,other,"{'q1_insights': 'wrong_info', 'q2_insights': 'The intial state was in package 1 location 1  Although now it has switched to package 1 being in location 3 ', 'q3_insights': 'The information omitted incorrectly by Rob was the initial state ', 'q5_insights': 'Package 1 needs to be loaded at location 3 into a truck or plane which is at location 3 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': [], 'q8_insights': []}",1607497063,1607496630,433.4118748,"{'q1': '2', 'q2': '3', 'q3': '2', 'q4': '4', 'q5': '4', 'q6': '5', 'q7': '1', 'q8': '5', 'q9': '2', 'q10': '5', 'q11': '4', 'q12': '5', 'q13': '2', 'attention_check': '1', 'q14': ''}",male,0,TRUE,no,1607496602,1607496496,106.1962562,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location1']]",text,I am attentive,1
25,1607578394,1607578115,278.9313598,no,TRUE,other,"{'q1_insights': 'wrong_info', 'q2_insights': 'My plan was invalid because the starting location of the package was in location 3  which is in city 2   not location 1 which is in city 1   To execute the task I would need to involve a plane to move the package from city 2 to city 1  ', 'q3_insights': 'Yes  I feel like I understand the incorrect information given to me by Rob  the information given was that package 1 s initial state is in location 1  ', 'q5_insights': 'I would load package1 into an airplane and fly it to location 1  load it onto a truck  and move it to location2', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['load-airplane', 'unload-airplane'], 'q8_insights': ['package-loc']}",1607578088,1607577258,830.6123178,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '2', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '3', 'attention_check': '1', 'q14': ''}",other,1,TRUE,no,1607577220,1607576994,225.9702895,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
21,1607640679,1607640403,275.8989017,no,FALSE,college,"{'q1_insights': 'user', 'q2_insights': 'before proceeding the actions the preconditions for those actions must be fullfilled ', 'q3_insights': 'Yes  how do I check whether the required precondition for the task is valid or invalid and how do I add it', 'q5_insights': 'adding tests for the required preconditions before submitting the actions', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-airplane'], 'q8_insights': ['loc-3']}",1607640389,1607639846,543.3958735,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '4', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '5', 'q9': '3', 'q10': '5', 'q11': '5', 'q12': '5', 'q13': '5', 'attention_check': '1', 'q14': 'didn t get at first that precondition test is not a command'}",male,1,TRUE,no,1607639819,1607639585,234.1190305,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
23,1607496747,1607496472,274.9689529,no,TRUE,gradschool,"{'q1_insights': 'wrong_info', 'q2_insights': 'Because the package1 is not at the location1  but it is at the location3  So  truck2  doesn t have anything to pickup from location1 ', 'q3_insights': 'That the package1 is not at the location1 and it is at the location3 ', 'q5_insights': 'Chage the locations by transporting package1 from location3 to location1', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['load-truck', 'unload-truck'], 'q8_insights': []}",1607496458,1607496094,363.2688167,"{'q1': '4', 'q2': '4', 'q3': '4', 'q4': '2', 'q5': '4', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '4', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': ''}",male,0,TRUE,no,1607496064,1607495892,172.6188624,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck1', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck1', 'location2']]",text,I am attentive,1
22,1607651576,1607651302,273.8912728,yes,FALSE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'There wasn t any information what is hub and what isn t  i e there was no information if loc 2 is hub   There was no option to check if location is hub  There was information that airplane can move between cities without mentioning a hub ', 'q3_insights': 'Yes  Rob mentioned airplanes can move between cities without mentioning hubs as precondition  ', 'q5_insights': 'I need check if loc 2 and loc 3 are a hub  ', 'q_attention_insights': 'No', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-airplane'], 'q8_insights': []}",1607651287,1607650397,889.5264533,"{'q1': '5', 'q2': '5', 'q3': '4', 'q4': '4', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '5', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': ''}",male,1,TRUE,yes,1607650361,1607650168,192.9267032,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,No,1
20,1607578743,1607578469,273.4893386,no,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'Because the package was on location 3 and I made my plan thinking the package was on location 1 as I was told', 'q3_insights': 'Yes  the initial location of the package', 'q5_insights': 'I have to change the initial location of the package and I d have to use a plane to move through the cities  then I d have to use a truck to move the package from the location 1 to location 2 because the hub is in location 1', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607578441,1607577952,489.0425303,"{'q1': '2', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '4', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '3', 'q10': '5', 'q11': '5', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': 'No  It is as simple as it could be'}",male,1,TRUE,no,1607577874,1607577616,258.2040513,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
19,1607642437,1607642168,269.2651153,no,FALSE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'Because the command move airplane needed a hub source and destination location  and the locations I used were not both  hub ', 'q3_insights': 'Yes  that I needed to use the  move airplane   with both locations considered  hub ', 'q5_insights': 'I need to change the arrive point location to the hub location of that city and that use the truck to get to the goal', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-truck'], 'q8_insights': []}",1607642124,1607641557,566.9083745,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '5', 'q9': '2', 'q10': '5', 'q11': '5', 'q12': '5', 'q13': '5', 'attention_check': '1', 'q14': 'No'}",male,1,TRUE,no,1607641482,1607640918,563.2080376,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
23,1607641645,1607641377,268.6589921,no,FALSE,gradschool,"{'q1_insights': 'missing_info', 'q2_insights': 'There were 2 locations called  Location2  one was the hub and the second was in city  So  that s why it was not precise  The computer couldn t differentiate the  locations I think  The same name pointed to 2 different locations  ', 'q3_insights': 'The information about in what location  hub or city  the package 1 should go    ', 'q5_insights': 'I would need to check if this is a hub or is this a location  as provided in explanation  If I understand correctly the definition of hub is different from a city ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['load-airplane', 'move-airplane', 'unload-airplane'], 'q8_insights': ['loc-1', 'loc-2', 'loc-3', 'airplane-1', 'airplane-2', 'truck-1', 'truck-2', 'package-loc', 'goal-state']}",1607641358,1607640835,522.6542974,"{'q1': '5', 'q2': '5', 'q3': '4', 'q4': '5', 'q5': '3', 'q6': '2', 'q7': '1', 'q8': '3', 'q9': '1', 'q10': '2', 'q11': '3', 'q12': '1', 'q13': '5', 'attention_check': '1', 'q14': 'nice task  but I realized of the importance of the conditions in the last task  when I needed to build the correction plan   '}",male,0,TRUE,yes,1607640794,1607640295,499.2951286,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck1', 'location1'], ['move-truck', 'truck1', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck1', 'location2']]",text,I am attentive,1
25,1607578582,1607578314,267.8773367,no,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'my plan is invalid because the package was in location 3 not in location 1  rob told me that the package was in location 1', 'q3_insights': 'yes  the information that was omitted was that the package1 was in location 3 not in location 1', 'q5_insights': 'i need to star my plan moving the package 1 from location 3 to location 1 and then to location 2  so i will need airplanes and trucks to do this', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607578286,1607577912,373.7272198,"{'q1': '4', 'q2': '4', 'q3': '4', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '2', 'q8': '3', 'q9': '3', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '3', 'attention_check': '1', 'q14': ''}",female,1,TRUE,no,1607577829,1607577506,322.7207375,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
20,1607579254,1607578987,267.5513554,no,TRUE,college,"{'q1_insights': 'missing_info', 'q2_insights': 'When I submitted the info  it appeared in grey  but Rob then told me I was wrong in some steps of my plan ', 'q3_insights': 'I think he didn t tell me to unload the package1 in airplane1 location 3 ', 'q5_insights': 'I would remove the info that was wrong and add the one that s missing  which is to unload the package from the airplane in location 3 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['unload-airplane'], 'q8_insights': ['airplane-1']}",1607578955,1607578562,392.9514332,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '3', 'q8': '3', 'q9': '4', 'q10': '5', 'q11': '5', 'q12': '4', 'q13': '5', 'attention_check': '1', 'q14': 'It took me a while to understood it  but when it started to appear grey I found it very easily  '}",female,0,TRUE,yes,1607578531,1607577498,1033.431361,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['unload-truck', 'package1', 'truck2', 'location1'], ['load-airplane', 'package1', 'airplane2', 'location1'], ['unload-airplane', 'package1', 'airplane2', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2'], ['load-truck', 'package1', 'truck2', 'location2'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-truck', 'package1', 'truck2', 'location3'], ['unload-truck', 'package1', 'truck2', 'location1'], ['load-airplane', 'package1', 'airplane2', 'location1'], ['unload-airplane', 'package1', 'airplane2', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2'], ['load-truck', 'package1', 'truck2', 'location2'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
24,1607578226,1607577961,265.5254796,yes,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'wrong information has been redacted and i interpreted in my plan not knowing that', 'q3_insights': 'the initial state ', 'q5_insights': 'change the initial state in were is the package ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['load-truck'], 'q8_insights': ['package-loc']}",1607577934,1607577338,595.7854085,"{'q1': '5', 'q2': '5', 'q3': '4', 'q4': '5', 'q5': '3', 'q6': '3', 'q7': '1', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '2', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': 'It s ok'}",male,1,TRUE,no,1607577248,1607576981,266.5830011,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
24,1607496775,1607496516,259.794286,no,TRUE,other,"{'q1_insights': 'wrong_info', 'q2_insights': 'the explanation requires an initial state that is in constrast with the problem that was presented to me  The required initial state  in package1 location3  implies that package1 is in location3 in city2 but in my problem package1 is in location1 in city1', 'q3_insights': 'the location of the package', 'q5_insights': 'changing the starting location and adding the actions relative to a plane', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607496486,1607495974,512.2110868,"{'q1': '4', 'q2': '4', 'q3': '4', 'q4': '4', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '4', 'q9': '2', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '3', 'attention_check': '1', 'q14': 'no'}",male,0,TRUE,no,1607495938,1607495737,201.3628886,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck1', 'location1'], ['move-truck', 'truck1', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck1', 'location2']]",text,I am attentive,1
19,1607578989,1607578733,255.8445935,no,TRUE,gradschool,"{'q1_insights': 'user', 'q2_insights': 'The truck couldn t have pick up or load a package that wasn t there  thus making the plan incorrect ', 'q3_insights': 'I think stating that the initial state can be wrong form the beginning ', 'q5_insights': 'Rearrange the initial state  making sure the package is picked up form the right location ', 'q_attention_insights': 'Yes  I am attentive ', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['move-airplane'], 'q8_insights': []}",1607578703,1607578146,556.9124866,"{'q1': '4', 'q2': '3', 'q3': '3', 'q4': '4', 'q5': '4', 'q6': '4', 'q7': '1', 'q8': '3', 'q9': '3', 'q10': '4', 'q11': '3', 'q12': '3', 'q13': '2', 'attention_check': '1', 'q14': 'Everything great  thanks very much '}",male,1,TRUE,no,1607578117,1607577874,243.1700592,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,Yes  I am attentive ,1
25,1607496996,1607496746,250.1861596,yes,TRUE,college,"{'q1_insights': 'no_errors', 'q2_insights': 'Package 1 was on location 1  not on location 3', 'q3_insights': 'Rob was right  I couldn t load package 1 in location 3 because it wasn t available on that location', 'q5_insights': 'Nothing  it s correct already', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['load-airplane'], 'q8_insights': ['package-loc']}",1607496728,1607496379,349.4768417,"{'q1': '3', 'q2': '4', 'q3': '4', 'q4': '3', 'q5': '2', 'q6': '2', 'q7': '3', 'q8': '2', 'q9': '3', 'q10': '1', 'q11': '1', 'q12': '3', 'q13': '2', 'attention_check': '1', 'q14': 'logic doesn t matches '}",male,0,TRUE,yes,1607496358,1607495849,509.0634227,FALSE,"[['load-airplane', 'package1', 'airplane2', 'location1'], ['move-airplane', 'airplane2', 'location1', 'location1'], ['unload-airplane', 'package1', 'airplane2', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
22,1607501594,1607501346,247.2924814,no,TRUE,other,"{'q1_insights': 'wrong_info', 'q2_insights': 'i was given the information that package1 was at location1  but it was at location3  i wouldn t be able to execute the plan since the package was not at the location i was loading the truck at', 'q3_insights': 'i wasn t told that the package was at location3', 'q5_insights': 'load the truck at location3 and move it to location2', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607501337,1607501155,181.2272682,"{'q1': '1', 'q2': '2', 'q3': '3', 'q4': '2', 'q5': '5', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '2', 'q10': '5', 'q11': '3', 'q12': '4', 'q13': '3', 'attention_check': '1', 'q14': ''}",female,1,TRUE,no,1607501113,1607500834,278.8162808,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
